id,focus,signal,slack,drag,confidence,score,lane
l001,late input,35,33,6,25,174,watch
l002,window pressure,35,34,6,55,205,ship
l003,sink lag,35,35,6,85,236,ship
l004,event-time skew,35,36,18,25,129,watch
l005,late input,35,37,18,55,160,watch
l006,window pressure,35,38,18,85,191,watch
l007,sink lag,35,39,34,25,68,hold
l008,event-time skew,35,40,34,55,99,watch
l009,late input,35,41,34,85,130,watch
l010,window pressure,60,42,6,25,283,ship
l011,sink lag,60,43,6,55,314,ship
l012,event-time skew,60,44,6,85,345,ship
l013,late input,60,45,18,25,238,ship
l014,window pressure,60,46,18,55,269,ship
l015,sink lag,60,47,18,85,300,ship
l016,event-time skew,60,48,34,25,177,watch
l017,late input,60,32,34,55,191,watch
l018,window pressure,60,33,34,85,222,ship
l019,sink lag,85,34,6,25,375,ship
l020,event-time skew,85,35,6,55,406,ship
l021,late input,85,36,6,85,437,ship
l022,window pressure,85,37,18,25,330,ship
l023,sink lag,85,38,18,55,361,ship
l024,event-time skew,85,39,18,85,392,ship
l025,late input,85,40,34,25,269,ship
l026,window pressure,85,41,34,55,300,ship
l027,sink lag,85,42,34,85,331,ship
